success,rt,trial_type,trial_index,plugin_version,time_elapsed,random_id,stimulus,response,task,word,condition,list,question_order,correct_answer,correct,file_name
NA,831,html-keyboard-response,91,2.0.0,617072,p9s3x439nd0,<h1>Needle</h1>,N,speed_game,Needle,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p9s3x439nd0_1772138345966.csv
NA,null,html-keyboard-response,92,2.0.0,617876,p9s3x439nd0,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p9s3x439nd0_1772138345966.csv
NA,751,html-keyboard-response,93,2.0.0,618629,p9s3x439nd0,<h1>Sour</h1>,S,speed_game,Sour,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p9s3x439nd0_1772138345966.csv
NA,null,html-keyboard-response,94,2.0.0,619432,p9s3x439nd0,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p9s3x439nd0_1772138345966.csv
NA,632,html-keyboard-response,95,2.0.0,620066,p9s3x439nd0,<h1>Table</h1>,S,speed_game,Table,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p9s3x439nd0_1772138345966.csv
NA,null,html-keyboard-response,96,2.0.0,620868,p9s3x439nd0,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p9s3x439nd0_1772138345966.csv
NA,603,html-keyboard-response,97,2.0.0,621473,p9s3x439nd0,<h1>Couch</h1>,S,speed_game,Couch,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p9s3x439nd0_1772138345966.csv
NA,null,html-keyboard-response,98,2.0.0,622276,p9s3x439nd0,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p9s3x439nd0_1772138345966.csv
NA,1536,html-keyboard-response,99,2.0.0,623815,p9s3x439nd0,"
      <h2>Game Results</h2>
      <p>Accuracy: 61%</p>
      <p>Average RT: 1858 ms</p>
      <p>Press any key to continue.</p>
",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p9s3x439nd0_1772138345966.csv
NA,159711,survey-text,100,2.0.0,783539,p9s3x439nd0,NA,"{""Q0"":""seeing if people's brains will recall related words that weren't presented "",""Q1"":""someone behind me is shaking their chair incredibly distractingly"",""Q2"":""tasks were moderate."",""Q3"":""didn't realize that \""case-sensitive\"" meant that I had to type in the capital letters for S and N until I was through several trials.\nThe first trial also started with my volume all the way down, even though I checked it prior to clicking start. I was confused and missed a few words because of it."",""Q4"":""no""}",NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/p9s3x439nd0_1772138345966.csv
TRUE,1956,fullscreen,0,2.1.0,2982,pap1wkm8ouu,NA,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1278,html-keyboard-response,1,2.0.0,4264,pap1wkm8ouu,Welcome to the False Recall experiment. <p>Press any key to begin.</p>,NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,10578,survey-text,2,2.0.0,14855,pap1wkm8ouu,NA,"{""participant_id"":""camel""}",NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,4521,html-keyboard-response,3,2.0.0,19380,pap1wkm8ouu,"<p>Listen to the following words. Do your best to memorize as many words as accurately as possible.<p>
      <p>The first trial will begin after this screen<p>
        <p> Press any key to continue<p> 
",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,audio-keyboard-response,4,2.1.1,46934,pap1wkm8ouu,stimuli/Cogs 119 List 6.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,65368,survey-text,5,2.0.0,113334,pap1wkm8ouu,NA,"{""Q0"":""sour"",""Q1"":""candy"",""Q2"":""sugar"",""Q3"":""bitter"",""Q4"":""cake"",""Q5"":""tart"",""Q6"":""pie"",""Q7"":""chocolate"",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,audio-keyboard-response,6,2.1.1,139383,pap1wkm8ouu,stimuli/Cogs 119 List 1.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,35036,survey-text,7,2.0.0,175441,pap1wkm8ouu,NA,"{""Q0"":""table"",""Q1"":""sit"",""Q2"":""sitting"",""Q3"":""stool"",""Q4"":""rocking"",""Q5"":""recliner"",""Q6"":""bench"",""Q7"":""legs"",""Q8"":""swivel"",""Q9"":""wood"",""Q10"":""desk"",""Q11"":""chair"",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,audio-keyboard-response,8,2.1.1,201981,pap1wkm8ouu,stimuli/Cogs 119 List 4.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,63109,survey-text,9,2.0.0,266111,pap1wkm8ouu,NA,"{""Q0"":""smooth"",""Q1"":""bumpy"",""Q2"":""jaggedy"",""Q3"":""road"",""Q4"":""sandpaper"",""Q5"":""coarse"",""Q6"":""ride"",""Q7"":""windy"",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,audio-keyboard-response,10,2.1.1,294250,pap1wkm8ouu,stimuli/Cogs 119 List 3.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,39022,survey-text,11,2.0.0,334287,pap1wkm8ouu,NA,"{""Q0"":""thorn"",""Q1"":""pin"",""Q2"":""haystack"",""Q3"":""knitting"",""Q4"":""inject"",""Q5"":""syringe"",""Q6"":""hurt"",""Q7"":""pointy"",""Q8"":""sharp"",""Q9"":""point"",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,audio-keyboard-response,12,2.1.1,360669,pap1wkm8ouu,stimuli/Cogs 119 List 2.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,48369,survey-text,13,2.0.0,410072,pap1wkm8ouu,NA,"{""Q0"":""hill"",""Q1"":""valley"",""Q2"":""glacier"",""Q3"":""range"",""Q4"":""ski"",""Q5"":""goat"",""Q6"":""climb"",""Q7"":""peak"",""Q8"":""downhill"",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,audio-keyboard-response,14,2.1.1,436426,pap1wkm8ouu,stimuli/Cogs 119 List 5.wav,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,25055,survey-text,15,2.0.0,462501,pap1wkm8ouu,NA,"{""Q0"":""snore"",""Q1"":""nap"",""Q2"":""peace"",""Q3"":""yawn"",""Q4"":""slumber"",""Q5"":""bed"",""Q6"":""sleep"",""Q7"":""tired"",""Q8"":"""",""Q9"":"""",""Q10"":"""",""Q11"":"""",""Q12"":"""",""Q13"":"""",""Q14"":""""}",free_recall,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,6882,html-keyboard-response,16,2.0.0,469389,pap1wkm8ouu,"<p>You will now receive another test.<p> 
      <p>Here you will be shown a series of words that you may have seen previously.<p> 
      <p>Your task is to rate your confidence of seeing these words on a 4 point scale<p>
      <p>Definitely new<p> 
      <p>Maybe new<p>
      <p>Maybe seen before<p>
      <p>Definitely seen before<p>
      <p>Press any key to continue<p> 
",NA,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,3780,survey-likert,17,2.0.0,473179,pap1wkm8ouu,NA,"{""Q0"":2}",recognition,Salty,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2046,survey-likert,18,2.0.0,475236,pap1wkm8ouu,NA,"{""Q0"":3}",recognition,Sour,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,3924,survey-likert,19,2.0.0,479170,pap1wkm8ouu,NA,"{""Q0"":2}",recognition,Door,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,9876,survey-likert,20,2.0.0,489056,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Sugar,studied,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,4230,survey-likert,21,2.0.0,493298,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Sweet,critical,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2197,survey-likert,22,2.0.0,495503,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Cherry,weakly related,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2328,survey-likert,23,2.0.0,497839,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Ghost,unrelated,6,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1702,survey-likert,24,2.0.0,499553,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Ball,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2905,survey-likert,25,2.0.0,502467,pap1wkm8ouu,NA,"{""Q0"":1}",recognition,Chair,critical,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2065,survey-likert,26,2.0.0,504542,pap1wkm8ouu,NA,"{""Q0"":3}",recognition,Cushion,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2286,survey-likert,27,2.0.0,506841,pap1wkm8ouu,NA,"{""Q0"":3}",recognition,Table,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1398,survey-likert,28,2.0.0,508247,pap1wkm8ouu,NA,"{""Q0"":3}",recognition,Couch,studied,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2126,survey-likert,29,2.0.0,510384,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Floor,weakly related,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2152,survey-likert,30,2.0.0,512547,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Shoe,unrelated,1,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2541,survey-likert,31,2.0.0,515096,pap1wkm8ouu,NA,"{""Q0"":2}",recognition,Spike,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2733,survey-likert,32,2.0.0,517840,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Chalk,weakly related,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2962,survey-likert,33,2.0.0,520809,pap1wkm8ouu,NA,"{""Q0"":3}",recognition,Smooth,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2845,survey-likert,34,2.0.0,523664,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Key,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,4488,survey-likert,35,2.0.0,528164,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Project,unrelated,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1627,survey-likert,36,2.0.0,529801,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Touch,studied,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1707,survey-likert,37,2.0.0,531518,pap1wkm8ouu,NA,"{""Q0"":3}",recognition,Rough,critical,4,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,3905,survey-likert,38,2.0.0,535432,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Click: Definitely New,attention_check,none,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,3814,survey-likert,39,2.0.0,539256,pap1wkm8ouu,NA,"{""Q0"":2}",recognition,Stop,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1821,survey-likert,40,2.0.0,541087,pap1wkm8ouu,NA,"{""Q0"":3}",recognition,Thread,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1604,survey-likert,41,2.0.0,542699,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Splinter,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2399,survey-likert,42,2.0.0,545108,pap1wkm8ouu,NA,"{""Q0"":2}",recognition,Stitch,weakly related,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1790,survey-likert,43,2.0.0,546907,pap1wkm8ouu,NA,"{""Q0"":3}",recognition,Pin,studied,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1444,survey-likert,44,2.0.0,548361,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Fast,unrelated,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,4002,survey-likert,45,2.0.0,552373,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Needle,critical,3,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2255,survey-likert,46,2.0.0,554640,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Mountain,critical,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,3108,survey-likert,47,2.0.0,557757,pap1wkm8ouu,NA,"{""Q0"":1}",recognition,Draw,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2763,survey-likert,48,2.0.0,560530,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Car,unrelated,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2536,survey-likert,49,2.0.0,563074,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Hill,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1952,survey-likert,50,2.0.0,565038,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Snow,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2426,survey-likert,51,2.0.0,567474,pap1wkm8ouu,NA,"{""Q0"":3}",recognition,Peak,studied,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2266,survey-likert,52,2.0.0,569749,pap1wkm8ouu,NA,"{""Q0"":3}",recognition,Hike,weakly related,2,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1707,survey-likert,53,2.0.0,571467,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Fish,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,5745,survey-likert,54,2.0.0,577222,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Tired,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1772,survey-likert,55,2.0.0,579003,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Calm,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2053,survey-likert,56,2.0.0,581063,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Sleep,critical,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2360,survey-likert,57,2.0.0,583432,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Coma,weakly related,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2739,survey-likert,58,2.0.0,586179,pap1wkm8ouu,NA,"{""Q0"":3}",recognition,Bed,studied,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,3353,survey-likert,59,2.0.0,589543,pap1wkm8ouu,NA,"{""Q0"":0}",recognition,Chess,unrelated,5,[0],NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,12139,survey-likert,60,2.0.0,601690,pap1wkm8ouu,NA,"{""Q0"":1,""Q1"":1,""Q2"":1,""Q3"":1,""Q4"":0,""Q5"":0}",NA,NA,NA,NA,"[0,1,2,3,4,5]",NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,3940,html-keyboard-response,61,2.0.0,605635,pap1wkm8ouu,"
    <h2>Speed Memory Game</h2>
    <p>Press <strong>S</strong> if the word was studied.</p>
    <p>Press <strong>N</strong> if it was NOT studied.</p>
    <p>Respond as quickly as possible. (Please note it may be case sensitive)</p>
    <p>Press any key to begin.</p>
",CapsLock,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1969,html-keyboard-response,62,2.0.0,607607,pap1wkm8ouu,<h1>Sweet</h1>,S,speed_game,Sweet,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,63,2.0.0,608415,pap1wkm8ouu,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,3253,html-keyboard-response,64,2.0.0,611671,pap1wkm8ouu,<h1>Rough</h1>,n,speed_game,Rough,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,65,2.0.0,612478,pap1wkm8ouu,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,688,html-keyboard-response,66,2.0.0,613171,pap1wkm8ouu,<h1>Sleep</h1>,n,speed_game,Sleep,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,67,2.0.0,613980,pap1wkm8ouu,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,2335,html-keyboard-response,68,2.0.0,616317,pap1wkm8ouu,<h1>Thread</h1>,s,speed_game,Thread,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,69,2.0.0,617123,pap1wkm8ouu,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1396,html-keyboard-response,70,2.0.0,618521,pap1wkm8ouu,<h1>Smooth</h1>,s,speed_game,Smooth,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,71,2.0.0,619325,pap1wkm8ouu,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1237,html-keyboard-response,72,2.0.0,620564,pap1wkm8ouu,<h1>Peak</h1>,s,speed_game,Peak,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,73,2.0.0,621373,pap1wkm8ouu,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,918,html-keyboard-response,74,2.0.0,622296,pap1wkm8ouu,<h1>Mountain</h1>,n,speed_game,Mountain,NA,NA,NA,n,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,75,2.0.0,623100,pap1wkm8ouu,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1380,html-keyboard-response,76,2.0.0,624484,pap1wkm8ouu,<h1>Couch</h1>,s,speed_game,Couch,NA,NA,NA,s,TRUE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,77,2.0.0,625287,pap1wkm8ouu,<h2 style='color:green;'>Correct! </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1004,html-keyboard-response,78,2.0.0,626295,pap1wkm8ouu,<h1>Chair</h1>,s,speed_game,Chair,NA,NA,NA,n,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,79,2.0.0,627105,pap1wkm8ouu,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,1411,html-keyboard-response,80,2.0.0,628518,pap1wkm8ouu,<h1>Touch</h1>,n,speed_game,Touch,NA,NA,NA,s,FALSE,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
NA,null,html-keyboard-response,81,2.0.0,629330,pap1wkm8ouu,<h2 style='color:red;'>Wrong </h2>,null,NA,NA,NA,NA,NA,NA,NA,/Users/martincz/GitHub/COGS119/group_wi26_false_recall/analysis/../data/raw_data/pap1wkm8ouu_1772139051740.csv
